date,slot,type,post_text,hashtags,source_file,has_cta
2026-05-26,1,STAT_BOMB,"After-school programs receiving 21st CCLC funds face a single audit trigger at $1,000,000 in federal expenditures — raised to $1,000,000 in the 2024 Uniform Guidance revision.↵↵The 21st Century Community Learning Centers program is authorized under ESEA Title IV Part B (20 USC 7171 et seq.) and flows from the US Department of Education through state educational agencies to local operators.↵↵That subaward chain matters for compliance: 2 CFR Part 200 applies end-to-end, including allowable costs, procurement standards, and equipment rules.↵↵GPRA performance measures cover three domains — academic proficiency in reading and math, school behavior, and school engagement.↵↵Annual Performance Reports are submitted through the 21APR system, which aggregates grantee data at the state level before it reaches the federal level.↵↵And grantees must conduct a validated program quality assessment — most commonly the Youth Program Quality Assessment from the Weikart Center.↵↵Most after-school programs run their GPRA tracking in one system and their finances in another. That split is where documentation gaps happen.↵↵GrantPipe tracks 21st CCLC subaward periods, reporting windows, and fund restrictions in the same record as the rest of your grant portfolio — no parallel systems required. See how it works at grantpipe.com.","#21stcclc #grantcompliance #federalgrants #nonprofitfinance",apps/site/src/content/guides/after-school-programs-21st-century-community-learning-centers-compliance-guide.md,yes
2026-05-26,2,MYTH_BUSTER,"Network for Good never included grant management — before the 2022 Bonterra acquisition or after it.↵↵This is worth saying plainly because the platform's fundraising reputation leads some development directors to assume it covers the full development workflow.↵↵It covers donor fundraising: donation pages, peer-to-peer campaigns, and email outreach.↵↵It does not cover grant prospect tracking, restricted fund management, grant budget-versus-expenditure tracking, or compliance report generation.↵↵Post-acquisition, published pricing also disappeared. Current Bonterra contracts require a sales conversation to get a number — and may include transaction fees on top of the subscription.↵↵The Omatic 2025 Nonprofit Integration Report found that nearly half of nonprofits are considering switching CRMs in the next 12 months, with feature gaps — not cost — as the primary driver.↵↵Before starting that evaluation, document the three workflows that currently create the most delay. Then verify whether the alternative handles them natively.↵↵A platform that solves the donor-facing problem but leaves the grant compliance layer in spreadsheets is not a full solution — it is a partial one.","#nonprofitcrm #grantmanagement #nonprofittech #donormanagement",apps/site/src/content/alternatives/network-for-good-alternative.md,no
2026-05-26,3,WORKFLOW_STEP,"Releasing restricted net assets at year-end is not an accounting choice — it is an accounting event that requires specific evidence.↵↵Under FASB ASC 958-205, a release from restriction is a reclassification on the Statement of Activities, not new revenue.↵↵The restriction releases when the donor-imposed stipulation expires or is fulfilled. Not when the board approves the journal entry. Not when year-end close arrives.↵↵For purpose-restricted funds, the release amount equals qualified expenditures incurred — not the total grant balance available.↵↵If $80,000 was received and $65,000 was spent, $65,000 releases. The remaining $15,000 carries forward as restricted.↵↵The release journal entry should be dated at the date the restriction was satisfied — not at the close date unless year-end is when the restriction was actually fulfilled.↵↵One of the most common audit adjustments in this area: a release that exceeds the documented qualifying expenditures. Auditors trace the release amount back to expenditure records. If the backup is not there, it is an adjustment.↵↵FASB ASU 2016-14 also requires footnote disclosure of the nature and amounts of donor-imposed restrictions and expected timing of their release.↵↵Run the full restricted fund roll-forward monthly on active grants — year-end should be a calculation, not a three-day reconciliation.","#restrictedFunds #nonprofitaccounting #ASC958 #fiscalyearend",apps/site/src/content/workflows/year-end-restricted-release.md,no
2026-05-26,4,TERM_EXPLAINED,"2 CFR Part 200 is not a suggestion. If your organization receives federal awards — directly or through a state pass-through — the Uniform Guidance governs what costs are allowable, how your accounting systems must work, and when you need to be audited.↵↵The Uniform Guidance consolidated three prior OMB circulars when it took effect in December 2014: A-133 (single audit), A-122 (cost principles for nonprofits), and A-110 (administrative requirements).↵↵That consolidation matters because it created one consistent framework across federal agencies. A nonprofit with grants from HHS, EPA, and the Department of Education now operates under the same cost principle framework for all three.↵↵The three-part test for allowable costs under 2 CFR 200.405: allowable (not prohibited under the cost principles), allocable (benefits the award in reasonable proportion), and reasonable (a prudent person would not pay more for the same goods under similar circumstances).↵↵The 2024 revisions raised the single audit threshold to $1,000,000 in federal expenditures, effective for fiscal years ending September 30, 2025 or later.↵↵Organizations tracking against the $1,000,000 threshold should update their monitoring now — particularly if federal expenditures are in that range and the audit trigger matters for planning.↵↵For day-to-day compliance, Subpart D (post-award requirements) and Subpart E (cost principles, especially 200.430 on personnel costs) are where most findings originate.","#uniformguidance #2CFR200 #federalgrants #nonprofitcompliance",apps/site/src/content/glossary/uniform-guidance.md,no
2026-05-26,5,TOOL_TEARDOWN,"Sage Intacct's implementation timeline for a mid-sized nonprofit: three to six months with a certified partner. The partner is not optional — this is not a self-service setup.↵↵For a $2M nonprofit implementing Sage Intacct for the first time, total first-year cost commonly lands between $30,000 and $60,000.↵↵Licensing alone runs $10,000 to $30,000 per year depending on modules selected. Implementation from reputable partners typically starts at $15,000 and runs to $40,000 or more.↵↵The accounting is correct. Fund accounting is real. The AICPA preferred provider designation carries weight. The product earns its reputation for organizations at $10M+ with multi-entity complexity and a finance team that can manage it.↵↵The problem for organizations at $500K to $5M in budget is not the accounting capability — it is the ongoing consultant dependency. When report templates need to change, when a new grant module configuration is needed, the certified partner is typically involved. Every change request has a billing consequence.↵↵Sage Intacct also does not include donor CRM. The standard approach is to integrate DonorPerfect — which adds licensing, integration maintenance, and another vendor relationship.↵↵The Nonprofit Finance Fund's 2025 State of the Sector found that the median nonprofit at $1M–$5M in revenue has one to two finance staff. Systems requiring ongoing consultant involvement for configuration changes are effectively unmanageable at that staffing level.↵↵The cost difference between a mid-sized Sage Intacct deployment and purpose-built alternatives often exceeds $150,000 over five years — without buying better compliance outcomes.","#sageintacct #nonprofitfinance #grantmanagement #nonprofittech",apps/site/src/content/alternatives/sage-intacct-alternative-mid-sized-nonprofits.md,no
2026-05-26,6,HOW_TO,"33.3% of nonprofits rated their CRM as effective in the Fifty & Fifty 2025 Nonprofit Peer Report. 46.5% called them neutral. 20.1% found them outright ineffective.↵↵The review data from 5,000+ users across Capterra, G2, and Software Advice reveals why.↵↵Platforms scoring above 4.5/5 on ease of use consistently score above 4.5/5 overall. Platforms scoring below 4.0/5 on ease of use — Blackbaud and Salesforce — pull their overall ratings down regardless of feature depth.↵↵The top-rated nonprofit CRMs as of early 2026: Little Green Light at 4.75/5, Bloomerang at 4.66/5, DonorPerfect at 4.55/5.↵↵The enterprise platforms: Blackbaud Raiser's Edge NXT at 4.0-4.2/5, Salesforce Nonprofit at 3.8-4.1/5.↵↵The NTEN Benchmarks Study found that 60% of fundraisers say better training would improve their technology use — and only 1% of nonprofit technology budgets go to training. Platforms that need training to deliver value are used poorly.↵↵When evaluating any CRM, check the date range on reviews. Post-acquisition satisfaction patterns matter: Bonterra/Network for Good users increasingly cite declining service quality after the 2022 merger even though the underlying product remains well-regarded.↵↵Platform reputation and current user experience are different things. Evaluate based on recent reviews, not brand recognition.","#nonprofitcrm #nonprofitsoftware #donormanagement #techfornonprofits",apps/site/src/content/guides/nonprofit-crm-satisfaction-ratings-2026.md,no
2026-05-26,7,FREE_RESOURCE,"A $50,000 grant is not worth $50,000 after compliance costs. Most finance teams have never added up the actual number.↵↵Grant compliance has four cost categories that rarely get totaled together: staff hours on setup, coding, reconciliation, and reporting; software gaps and the manual work required to compensate for them; error recovery when transactions are miscoded or reports are re-issued; and risk exposure from potential audit findings or disallowed costs.↵↵The Center for Effective Philanthropy and GrantStation research consistently finds that mid-sized nonprofits spend 30 to 87 staff hours per grant per year on compliance activities. At a $45/hour blended rate, that is $1,350 to $3,900 per grant — before software costs or error recovery.↵↵GrantStation's 2024 survey of 2,306 nonprofits found that 42% of funders cap indirect costs at 10% or less, while actual nonprofit overhead typically runs 25-35%. That gap is absorbed from other funds — usually unrestricted ones.↵↵If your smallest grant generates a net value of less than 60% of the award amount after compliance costs, that grant costs more than the headline figure suggests.↵↵GrantPipe's free Grant Compliance Cost Audit worksheet walks through every cost category so the real net value of your grant portfolio is visible. Download it at grantpipe.com/free/grant-compliance-cost-audit.","#grantcompliance #nonprofitfinance #grants #nonprofitaccounting",apps/site/src/content/lead-magnets/grant-compliance-cost-audit.md,no
2026-05-26,8,COMPARISON_INSIGHT,"Instrumentl and Foundant GrantHub are not competing tools. They address different phases of the grant lifecycle — and most nonprofits end up buying both.↵↵Instrumentl is a grant prospecting platform: finding opportunities, managing applications, and tracking the pre-award pipeline. It starts at $179/month (annual billing).↵↵Foundant GrantHub is a post-award compliance tracker: deliverables, reporting deadlines, and documentation for active grants. It starts at $960/year ($80/month).↵↵The practical consequence: a nonprofit using both for grant discovery and compliance, plus a separate donor CRM like Bloomerang, pays $400-$700/month — and still maintains three separate data stores with three vendor relationships.↵↵The development director becomes the human bridge connecting funder relationships tracked in the CRM, applications tracked in Instrumentl, and active compliance tracked in GrantHub.↵↵Grant compliance failures are cited as the primary reason for funder relationship damage by 44% of development directors, per the AFP Fundraising Effectiveness Project 2024.↵↵Neither Instrumentl nor Foundant includes restricted fund tracking or donor relationship management. The three-tool model creates the coordination problem that good software is supposed to eliminate.↵↵Before evaluating which prospecting tool or compliance tool to buy, identify where your organization's compliance friction actually lives: finding grants, managing active compliance, or keeping donor and grant data connected.","#grantmanagement #nonprofittech #grantcompliance #donormanagement",apps/site/src/content/comparisons/instrumentl-vs-foundant.md,no
2026-05-26,9,LIST_POST,"The nonprofit software category still has a fragmentation problem in 2026. Most organizations run 3-4 tools because no single platform covers donor management, grant compliance, fundraising, and accounting together.↵↵Here is what the data actually shows across 10 tools:↵↵Bloomerang (4.66/5 on Capterra) leads on ease of use and donor retention analytics but has no grant management at any tier.↵↵Salesforce Nonprofit can do almost anything — with $30,000-$100,000+ in implementation costs and a trained admin or retained consultant to sustain it.↵↵Instrumentl is the leading grant prospecting tool, but its Full Lifecycle tier at $999/month still does not include donor CRM or unified restricted-fund compliance.↵↵Foundant GrantHub organizes the compliance workflow for active grants but is not a discovery tool and has no donor records.↵↵Little Green Light leads satisfaction ratings at 4.75/5 — the most affordable dedicated donor CRM at $45/month — and has no grant features.↵↵QuickBooks covers accounting for most nonprofits but requires manual class/project coding per grant and produces reports that do not map to funder formats.↵↵The most important question before evaluating any tool: does your primary friction live in finding grants, managing active compliance, or keeping donor and grant data connected without manual translation between systems?↵↵Those are three different problems that require different answers.","#nonprofitsoftware #nonprofittech #grantmanagement #nonprofitcrm",apps/site/src/content/listicles/best-nonprofit-software-2026.md,no
2026-05-26,10,HOW_TO,"The SF-425 Federal Financial Report is required for virtually every federal grant award — and Box 10e is where most errors originate.↵↵Box 10e, Total Federal Share of Expenditures, is the cumulative total of allowable costs charged to the award from the start of the grant period. It must reconcile exactly with the grant fund balance in your accounting system.↵↵The most common error: reporting period figures instead of cumulative totals on the final SF-425. The final report requires cumulative totals covering the entire period of performance — not just the last quarter or year.↵↵Submission schedules vary by program and are specified in the notice of award: quarterly (due 30 days after quarter end), semi-annual (due 30 days after June 30 and December 31), annual (due 90 days after grant year end), or final only (due 120 days after period-of-performance end date).↵↵Missing interim SF-425 deadlines generates delinquency notices in federal grant management systems and can suspend draw-down access until reports are current.↵↵For indirect costs, apply the approved rate to the base defined in the award — not your organization's standard base. Some awards cap indirect costs or define the calculation base differently from your NICRA.↵↵Program income on Box 10l is frequently omitted: revenue generated as a result of federally funded activities must be reported, even if amounts are small.↵↵GrantPipe tracks SF-425 deadlines, reconciles expenditure data against grant budgets, and generates the documentation needed to complete each submission from actual grant ledger data — not estimates. Start a trial at grantpipe.com.","#federalgrants #SF425 #grantcompliance #nonprofitfinance",apps/site/src/content/guides/sf-425-federal-financial-report.md,yes
2026-05-27,1,STAT_BOMB,"The 21st CCLC single audit threshold rose to $1,000,000 in federal expenditures under the October 2024 Uniform Guidance revision.↵↵If your after-school program was just under the old threshold, that number just changed what you owe the federal government in audit obligations.↵↵21st CCLC operates under ESEA Title IV Part B. Funds flow from USED to state educational agencies, which competitively subaward to LEAs and community-based organizations.↵↵Every subawardee that crosses $1,000,000 in total federal expenditures — across all federal awards, not just 21st CCLC — owes a single audit.↵↵That means the GPRA performance reporting, the Annual Performance Report through 21APR, and the financial side of the award all land in the same audit scope.↵↵Most compliance problems in 21st CCLC programs are documentation problems discovered too late. GrantPipe keeps after-school grant records, restricted fund balances, and APR schedules in one place so the documentation exists before the auditor asks. Try it free at grantpipe.com.","#grantcompliance #21stCCLC #federalgrants #nonprofitfinance",after-school-programs-21st-century-community-learning-centers-compliance-guide.md,yes
2026-05-27,2,MYTH_BUSTER,"QuickBooks Classes do not maintain a fund balance. This matters more than most finance teams realize.↵↵When a funder asks for the current restricted balance on an active grant, a Class report shows spending categories. It does not show what remains.↵↵To get the answer, someone calculates it manually: starting balance, plus award received, minus all posted expenses. That calculation is a spreadsheet sitting alongside QuickBooks — not the accounting system itself.↵↵For a nonprofit with two simple private foundation grants and patient finance staff, this works. For one managing five or more active awards, at least one of which is federal, the spreadsheet becomes the most important document in the office and the most fragile.↵↵2 CFR 200 requires financial management systems that adequately identify the source and application of funds. A Class-based system with a parallel spreadsheet is often technically compliant but practically fragile.↵↵The signal that QuickBooks is no longer sufficient: staff turnover creates a gap in the institutional knowledge maintaining the spreadsheet, or an auditor makes a comment about fund accounting methodology.↵↵When that signal arrives, the question is whether the organization moves before or after the finding.","#nonprofitfinance #restrictedFunds #fundaccounting #grantcompliance",quickbooks-alternative-restricted-grant-funds.md,no
2026-05-27,3,WORKFLOW_STEP,"Under 2 CFR 200.430, payroll charges to federal grants must reflect actual hours worked — not the budgeted percentage. Here is how to run the monthly allocation correctly.↵↵Step 1: Pull the payroll register for every pay period in the month. Allocation requires employee-level data, not department totals.↵↵Step 2: Determine the allocation basis from actual time records, not the grant budget. The budget is a ceiling, not a basis.↵↵Step 3: Allocate base salary. Each employee's gross wages split by certified time percentages. The sum across all grants must equal total gross wages — no rounding errors.↵↵Step 4: Allocate fringe benefits using the same percentages as salary. If the organization uses a pooled fringe rate, apply it consistently to all grants and document the rate calculation.↵↵Step 5: Calculate indirect cost allocation separately. Apply the negotiated rate (or 15% de minimis under the 2024 Uniform Guidance revision) to the MTDC base for each grant. Do not blend indirect into the direct salary line.↵↵Step 6: Post the journal entry. Each line specifies employee, grant, account, and amount. Attach the payroll register and allocation worksheet.↵↵Step 7: Reconcile to time records. If an employee's timesheet shows 55% on Grant A but payroll posted at 60%, a correcting entry is required before month-end close.↵↵The most common and most expensive error is skipping step 7.","#grantcompliance #payrollallocation #federalgrants #uniformguidance",payroll-allocation-across-grants.md,no
2026-05-27,4,TERM_EXPLAINED,"""Net assets with donor restrictions"" replaced two categories in 2017. Many nonprofits still report it wrong.↵↵FASB ASU 2016-14, effective for fiscal years beginning after December 15, 2017, eliminated ""temporarily restricted"" and ""permanently restricted"" as separate balance sheet line items and combined them into a single class: net assets with donor restrictions.↵↵Three types of restrictions create this classification: purpose (spend only on a specific program), time (unavailable until a future date), and perpetual (principal must be held in perpetuity).↵↵The release mechanism: when the donor condition is satisfied — qualifying expenditure made, time elapsed, or event occurred — the organization records ""net assets released from restrictions"" on the statement of activities.↵↵The most common misconceptions: board-designated funds are not donor-restricted, even if the board labeled them ""restricted."" Reporting requirements in a grant agreement do not automatically create donor restrictions. Reporting conditions differ from use conditions.↵↵Underwater endowments — where fair value has dropped below the original gift amount — remain in the donor-restricted class under ASU 2016-14, not reclassified elsewhere.↵↵If your audited financial statements still show ""temporarily restricted"" or ""permanently restricted"" as line items, that is an error. The transition was required eight fiscal years ago.","#nonprofitaccounting #FASBASC958 #restrictedFunds #nonprofitfinance",net-assets-with-donor-restrictions.md,no
2026-05-27,5,TOOL_TEARDOWN,"Little Green Light starts at $45/month and handles individual donor management well. The breaking point is three or more active grants with actual compliance requirements.↵↵LGL's grant record stores funder name, award amount, deadline, and notes. It does not track what happens to the money after the check arrives.↵↵Restricted fund accounting requires knowing the remaining balance on each grant at any point in the award period: what was approved in each budget category, what has been spent, and what is left. LGL does not model this. The grant record shows the award amount and the deadline.↵↵A grants manager maintaining compliance spreadsheets alongside LGL typically invests 4–8 hours per active grant per reporting period for report preparation alone. For an organization with five active grants and quarterly reporting on two of them, that is 15–25 hours per quarter going into compliance administration.↵↵At $50/hour for a grants manager's time, 20 hours of quarterly compliance administration costs $4,000 per year in labor before accounting for the risk cost of a misallocated expenditure becoming an audit finding.↵↵The question is not whether LGL is inexpensive. The question is what the total cost of the LGL-plus-spreadsheets workflow is when staff hours are included.↵↵LGL remains the right tool when grants are simple and compliance lives entirely in the accounting system. When a federal award arrives, or when the portfolio reaches five or more active awards, the workflow math changes.","#nonprofitCRM #grantmanagement #restrictedFunds #grantcompliance",little-green-light-alternative-3-active-grants.md,no
2026-05-27,6,HOW_TO,"Grant closeout is not a single event. Federal grants require submission within 120 days of the period-of-performance end date. Here is the sequence that avoids findings.↵↵Step 1: Reconcile every expenditure against the approved grant budget. Pull all transactions charged to the grant — personnel, direct expenses, indirect costs — and verify each has adequate documentation: invoice, receipt, payroll record, or time sheet.↵↵Step 2: Check each expenditure against approved budget categories. Spending that shifted between line items without documented funder approval can be disallowed even if the total is within the award amount. Verbal approvals from program officers are not documentation.↵↵Step 3: Calculate and report program income if applicable. Revenue generated by program activities during the grant period must be reported and applied per the grant agreement. Failure to report program income is a recurring closeout finding on federal grants.↵↵Step 4: Prepare and submit the final financial report through the funder's designated system. Federal grants use agency-specific portals, not email. The report must reconcile to the dollar against accounting records.↵↵Step 5: Submit the final programmatic report using data collected during the grant period — not reconstructed from memory. Funders compare final numbers against interim reports already on file.↵↵Step 6: Resolve unspent funds according to the grant agreement. Do not assume unspent restricted funds are available for operations. Restricted funds remain restricted until the funder releases them.↵↵Step 7: Archive the complete grant file for a minimum of three years from the date the final expenditure report is submitted. Some federal programs require five to seven years.↵↵The organizations that pass closeout without findings maintained documentation throughout — not retroactively.","#grantcloseout #grantcompliance #federalgrants #nonprofitfinance",grant-closeout-procedures.md,no
2026-05-27,7,FREE_RESOURCE,"A grant budget tracking template serves two purposes at once: internal spend-down monitoring and funder financial report preparation.↵↵The structure that works: one worksheet per active restricted grant, with each approved budget line as a separate row using the exact category names from the grant agreement — not internal chart of accounts names.↵↵Four columns matter most per line: Approved Budget (from the executed agreement), Modification (net changes from approved modifications), Revised Budget (the working number), and Cumulative Actuals to Date (from the accounting system after period close, not estimates).↵↵For federal awards, the template maps directly to SF-425 line items: Personnel, Fringe Benefits, Travel, Equipment, Supplies, Contractual, Other Direct Costs, Indirect Costs.↵↵The variance explanation column is not optional. For any budget line where actual spending is more than 15% above or below expected pace, a specific, dated explanation is required. ""Program activities delayed"" is not an explanation. ""Position vacant April–June; search underway; will modify budget if not filled by Q3"" is.↵↵Version the file at every month-end close. An auditor who wants to see what the budget-vs-actual looked like eight months into the award should be able to pull that snapshot without rebuilding it.↵↵The free grant budget tracking template is available at grantpipe.com/free — built to align with SF-425 and support the monthly close process.","#grantbudget #grantcompliance #nonprofitfinance #restrictedFunds",grant-budget-tracking-template.md,no
2026-05-27,8,HOW_TO,"A written cost transfer policy is required under 2 CFR 200.302(b)(7). Here is what it must cover and how to build one that survives audit.↵↵Step 1: Write the policy document. Define what constitutes a cost transfer (any journal entry moving a cost between grants or cost centers after original posting), the 90-day timeliness standard, required documentation for each transfer, and the approval hierarchy.↵↵Step 2: Build a standard cost transfer request form. Capture: transfer date, original posting date, amount, original award and account, receiving award and account, reason for original posting, description of benefit to receiving award, and approval signatures. Consistency creates the audit trail.↵↵Step 3: Maintain a central cost transfer log. Every transfer by date, amount, awards affected, and approval status. The log lets auditors test the population without reconstructing individual GL entries — and lets finance staff spot patterns that indicate a systemic cost allocation problem.↵↵Step 4: Apply the 90-day review at each submission. Transfers within 90 days use standard documentation. Transfers over 90 days require expanded justification explaining why the error was not caught sooner. Transfers after period end require prior written federal agency approval before posting.↵↵Step 5: For personnel transfers, attach time records before initiating the transfer. Under 2 CFR 200.430, the receiving award can bear the salary cost only if the employee actually worked on that award during the period being adjusted. Discovering mid-transfer that the time records do not support the reallocation wastes time and creates a problematic paper trail.↵↵Late cost transfers with generic justifications are consistently in the top ten single audit findings for HHS and DOJ grants. The documentation is the compliance — not the transfer itself.","#costTransfers #federalgrants #uniformguidance #grantcompliance",cost-transfer-policy-nonprofits.md,no
2026-05-27,9,LIST_POST,"Five capabilities that separate grant compliance software from grant tracking software:↵↵1. Restricted fund balance tracking. Not a running list of grants — a running balance per award, by approved budget category, updated as expenses post. A system that shows you award amounts and deadlines is a record-keeping tool.↵↵2. Federal financial reporting support. SF-425 preparation requires cumulative expenditures by category, reconciled against accounting records, submitted through agency-specific portals on a quarterly or semi-annual schedule. Most pre-award pipeline tools do not touch this.↵↵3. Subrecipient monitoring. 2 CFR 200.331 and 200.332 require documented pre-award risk assessment, ongoing monitoring, and single audit verification for subrecipients expending $1,000,000 or more in federal awards annually. This is a compliance obligation, not a relationship management feature.↵↵4. Time-and-effort documentation. Under 2 CFR 200.430, every employee whose salary charges to a federal award needs contemporaneous time records. Retroactive certifications from memory are a common audit finding. The software needs to support the documentation workflow, not just the payroll allocation entry.↵↵5. Audit file organization. A complete, audit-ready grant file contains the award documents, all amendments, all reports, all expenditure documentation, T&E records, and subrecipient files — organized so any auditor can follow the money from award to closeout without staff reconstruction.↵↵Foundant GrantHub Pro reached end-of-life January 31, 2026 and is no longer available. Organizations currently evaluating it should remove it from consideration.↵↵Which of these five is the most common gap in your current system?","#grantcompliancesoftware #federalgrants #grantmanagement #nonprofitfinance",best-grant-management-software-for-compliance.md,no
2026-05-27,10,HOW_TO,"FASB ASC 958 governs how every grant-funded U.S. nonprofit presents its financial statements. Here is what ASU 2016-14 requires and where finance teams most often get it wrong.↵↵Step 1: Classify net assets into exactly two classes. With-donor-restrictions (purpose, time, or perpetual) and without-donor-restrictions (everything the board controls, including board designations). Using the old three-class language — unrestricted, temporarily restricted, permanently restricted — in audited statements is an error.↵↵Step 2: Present four financial statements. Statement of Financial Position, Statement of Activities, Statement of Cash Flows, and Statement of Functional Expenses. The functional expense statement allocates costs across program services, management and general, and fundraising — required by ASU 2016-14 for all nonprofits.↵↵Step 3: Record net assets released from restrictions correctly. When a donor condition is satisfied, record ""net assets released from restrictions"" — a reclassification, not new revenue. Equal decrease in the restricted class and increase in the unrestricted class on the Statement of Activities.↵↵Step 4: Prepare the liquidity disclosure. Quantitative: financial assets available to meet general expenditures within one year, net of donor-restricted and unavailable amounts. Qualitative: how the organization manages liquidity, including credit lines, reserves, and seasonal variations.↵↵Step 5: Allocate functional expenses using actual time and space data, not arbitrary estimates. Auditors test functional allocation methodology. Grants that restrict funds to direct program costs require separating shared overhead accurately.↵↵The most common error: board-designated funds classified as donor-restricted. Boards can set aside reserves by resolution, but those designations live inside without-donor-restrictions — not in the restricted class.↵↵GrantPipe tracks restricted fund balances, releases from restrictions, and audit documentation by donor and restriction type — so the ASC 958 reporting is an output of normal operations, not a reconstruction. Try it free at grantpipe.com.","#FASBASC958 #nonprofitaccounting #restrictedFunds #nonprofitfinance",fasb-asc-958-nonprofit-reporting.md,yes
2026-05-28,1,STAT_BOMB,"45% of nonprofits say they spend too little on technology — and 77% cite budget as the reason. The budget is usually available. The argument isn't.↵↵The staff hours framing is what changes board votes. A development associate spending 15 hours per month on manual gift entry and grant reconciliation at a loaded rate of $28/hour costs $5,040 per year. A $200/month platform costs $2,400.↵↵That's not a technology purchase. That's a $2,640 net savings plus audit risk reduction.↵↵Boards reject software requests framed as feature lists. They approve requests framed as cost comparisons with specific numbers.↵↵The other number that moves boards: Salesforce NPSP's 3-year total cost of ownership runs $60,000–$150,000 at mid-sized nonprofits once implementation and ongoing admin are included. A purpose-built platform at $200/month is a $7,200 three-year investment.↵↵Present those two numbers side by side and the decision becomes arithmetic.↵↵If you're building this case for your board, GrantPipe has a one-page budget request format that structures the manual process cost, compliance risk argument, and TCO comparison in the format that passes most boards.",#nonprofitfinance #grantcompliance #nonprofitmanagement #boardgovernance,apps/site/src/content/guides/nonprofit-software-budget-justification.md,yes
2026-05-28,2,MYTH_BUSTER,"Massachusetts has approximately 37,000 registered public charities — and their audit threshold is $500,000 in gross support and revenue.↵↵That number is not a typo. The federal Single Audit threshold under 2 CFR 200.501 is $1 million. Massachusetts requires an independent audit at half that level. A mid-sized Massachusetts nonprofit at $600,000 in annual revenue needs a CPA audit even though it's well below the federal threshold.↵↵The fee schedule is tiered: $35 under $100K, $125 at $250K–$500K, $500 at $1M–$10M. Using the wrong tier triggers a deficiency notice.↵↵For calendar-year filers, the practical deadline is November 15 — not May 15. Most Massachusetts charities file under the six-month extension because the audit cycle doesn't complete before the base due date.↵↵The most common rejection reasons: missing audit or review, missing Form 990 attachment, incorrect fee, and missing signature. These are administrative failures, not substantive ones — all preventable with a pre-submission checklist.↵↵If your organization has Massachusetts registration, the Form PC compliance calendar should be set from January to capture the audit fieldwork window.",#massachusetts #nonprofitcompliance #stateregistration #formpc,apps/site/src/content/guides/massachusetts-form-pc-annual-report-guide.md,no
2026-05-28,3,WORKFLOW_STEP,"Under 2 CFR 200.308(e)(4), nonprofits can transfer funds among direct cost categories up to 10% of the total federal award budget without federal prior approval — as long as the change doesn't alter project scope.↵↵That 10% is calculated against the total award, not the category being changed. On a $500,000 award, that's $50,000 in flexibility. On a $200,000 award, it's $20,000.↵↵Misapplying this rule is one of the most common subaward compliance errors. Pass-through entities that approve subrecipient modifications without checking whether the change requires federal prior approval create compliance findings — approving a change your prime award prohibits is a finding. Requiring your subrecipient to seek approval you already hold authority to grant is a different finding.↵↵The sequence that avoids both: receive the modification request in writing, check the prime award terms, apply the 10% calculation with scope assessment, determine whether the change requires federal sign-off before you sign anything.↵↵Federal prior approval for modifications that exceed the threshold can take four to twelve weeks depending on the agency. Modifications submitted in the final 60 days of a subaward period create time pressure that makes compliance harder. Build modification timelines into the monitoring calendar from day one.",#subawards #grantcompliance #uniformguidance #federalgrants,apps/site/src/content/workflows/subaward-budget-modification.md,no
2026-05-28,4,TERM_EXPLAINED,"A no-cost extension gives you time. That's all it does.↵↵The award amount stays the same. The compliance obligations stay the same. The work still has to get done. What changes is when the authorized period ends — and that change propagates to every deadline keyed to the end date: the final SF-425 due date, the final programmatic report, and any subrecipient obligations tied to the prime award.↵↵Under 2 CFR 200.308, most federal agencies require NCE requests at least 30 calendar days before the period of performance end date. Many prefer 60 days. Submitting 10 days before the end date risks the review timeline exceeding the remaining grant period.↵↵The critical misunderstanding: costs incurred after the authorized end date — even after an NCE request has been submitted and is under review — are unallowable. The extension does not retroactively authorize spending in the gap. Approval must precede expenditure.↵↵One other distinction worth knowing: NIH and NSF grantees with expanded authorities can request NCEs without program officer approval in many cases. The request goes through the agency's electronic system and is administrative rather than discretionary — but it must still be submitted before the end date.↵↵The best time to recognize an extension will be needed is 60–90 days before the end date, not 10.",#grantmanagement #federalgrants #nce #nocostextension,apps/site/src/content/glossary/no-cost-extension.md,no
2026-05-28,5,TOOL_TEARDOWN,"QuickBooks Classes are a cost-tracking feature, not fund accounting.↵↵A Class in QuickBooks is a tag on a transaction. It lets you filter and subtotal expenses by program, department, or grant. What it cannot do is maintain a fund balance — the live number showing how much of a specific restricted award remains unspent.↵↵Fund accounting requires each restricted fund to carry its own ledger: what came in under the restriction, what was spent against it, and what remains. When a restricted grant arrives, a fund accounting system creates a liability. As qualifying expenses are incurred, the restricted balance decreases. At closeout, it should be zero or returned.↵↵The practical consequence: when a funder asks for a current restricted balance by grant, the QuickBooks answer is a manual calculation from a Class report — starting balance, plus additions, minus posted expenses. That calculation is a spreadsheet exercise, not a system output.↵↵A survey of nonprofit finance directors found that 68% of organizations using QuickBooks maintained at least one parallel spreadsheet for restricted fund tracking, averaging 8.5 hours per month in maintenance time.↵↵For organizations managing one or two private foundation grants with narrative reporting, the manual process is manageable. For organizations with federal grants, five or more active awards, or an auditor comment about fund accounting methodology — it's a liability.",#fundaccounting #nonprofitfinance #restrictedFunds #grantcompliance,apps/site/src/content/alternatives/quickbooks-alternative-restricted-grant-funds.md,no
