post_id,scheduled_at_et,scheduled_at_utc,timezone,platform,account,type,integration_id,settings_json,pillar,hook_code,length_code,cta_type,cta_url,claim_sources,export_pattern,humanizer_status,review_status,source_file,post_body
2026-06-08_18-30_mon-14,2026-06-08 18:30,2026-06-08T22:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,C,m,none,,.agents/product-marketing.md; .agents/product-marketing-context.md,federal grant mechanics,passed,passed,content/social/linkedin/2026-W24/2026-06-08_18-30_mon-14.txt,"Grants.gov search is only the front door.

For federal awards, the harder operating work starts after the opportunity becomes an award:

- UEI and SAM.gov details
- period of performance
- ALN or FAIN
- reporting cadence
- indirect cost basis
- pass-through or direct award status
- closeout deadline

GrantPipe includes Grants.gov federal opportunity search.

The post-award record is where the compliance work has to hold together."
2026-06-08_20-30_mon-15,2026-06-08 20:30,2026-06-09T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,nonprofit-audit-evidence-binder.md,quick check artifact post,passed,passed,content/social/linkedin/2026-W24/2026-06-08_20-30_mon-15.txt,"Before you close Monday:

Pick one active award and open the evidence folder.

Can someone outside the grant team find the award letter, current budget, last financial report, last program report, and support for the largest expense?

If not, the issue is not the folder.

The issue is that the evidence trail depends on memory."
2026-06-09_06-45_tue-01,2026-06-09 06:45,2026-06-09T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,D,m,none,,match-tracking-cash-vs-in-kind.md; 2 CFR 200.306,matching funds sourced post,passed,passed,content/social/linkedin/2026-W24/2026-06-09_06-45_tue-01.txt,"Match tracking fails quietly.

The grant can look healthy on spend-down while the required recipient share is behind.

For every match requirement, keep a separate ledger:

- cash match
- in-kind match
- valuation basis
- source document
- grant period date
- already claimed elsewhere: yes or no

That last line matters. Under 2 CFR 200.306, the same match cannot satisfy two federal awards."
2026-06-09_07-30_tue-02,2026-06-09 07:30,2026-06-09T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,s,none,,fasb-asc-958-nonprofit-reporting.md,restricted fund definition,passed,passed,content/social/linkedin/2026-W24/2026-06-09_07-30_tue-02.txt,"Donor-restricted is not the same as board-designated.

Under ASC 958, donor restrictions come from outside the organization. The board can designate funds internally, but it can also change that designation later.

That difference should show up in the schedule.

If the board packet merges both into ""restricted,"" the cash picture gets muddy fast."
2026-06-09_08-15_tue-03,2026-06-09 08:15,2026-06-09T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,K,m,none,,match-tracking-cash-vs-in-kind.md,matching funds sourced post,passed,passed,content/social/linkedin/2026-W24/2026-06-09_08-15_tue-03.txt,"If a match file has volunteer time in it, check the dates first.

Contemporaneous logs are the point.

A year-end summary that says ""volunteers contributed 400 hours"" is not the same as signed records showing who worked, when, for how long, and on what activity.

The cleaner standard:

Log the time when the work happens.

Document the rate basis when the value is assigned.

Tie both to one award."
2026-06-09_09-00_tue-04,2026-06-09 09:00,2026-06-09T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,m,none,,fasb-asc-958-nonprofit-reporting.md; restricted-fund-month-end-close-checklist.md,restricted fund schedule,passed,passed,content/social/linkedin/2026-W24/2026-06-09_09-00_tue-04.txt,"The restricted fund schedule should be readable by someone who was not in the close meeting.

For each fund:

- opening restricted balance
- new restricted gifts or grants
- releases from restriction
- ending restricted balance
- restriction purpose
- source document

If the schedule needs oral history to explain it, it is not ready for board or audit use."
2026-06-09_09-45_tue-05,2026-06-09 09:45,2026-06-09T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,N,m,none,,match-tracking-cash-vs-in-kind.md,matching funds sourced post,passed,passed,content/social/linkedin/2026-W24/2026-06-09_09-45_tue-05.txt,"Five match documents I would want before closeout:

1. The award term that creates the match requirement
2. Cash match ledger by date and source
3. In-kind logs signed by the contributor
4. Valuation support for donated services, space, or goods
5. A note showing the match was not claimed on another federal award

The uncomfortable part is that none of this is difficult.

It just has to exist before closeout pressure starts."
2026-06-09_10-30_tue-06,2026-06-09 10:30,2026-06-09T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,m,none,,ffata-subaward-reporting-over-25k.md; 2 CFR Part 170; 2 CFR 200.332,source-heavy federal post,passed,passed,content/social/linkedin/2026-W24/2026-06-09_10-30_tue-06.txt,"FFATA reporting is easy to miss because it sits beside, not inside, the usual monitoring routine.

If you are the prime recipient and obligate a federal subaward of $25,000 or more, the report is due through SAM.gov by the end of the month after obligation.

The record needs the FAIN, subrecipient UEI, obligation amount, place of performance, and other required fields.

That is separate from 2 CFR 200.332 monitoring.

Same subaward. Different obligation."
2026-06-09_11-15_tue-07,2026-06-09 11:15,2026-06-09T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,C,m,none,,nonprofit-board-grant-reporting-dashboard.md,Executive Director board prep question,passed,passed,content/social/linkedin/2026-W24/2026-06-09_11-15_tue-07.txt,"A board grant dashboard should not look like a funder report.

The board is not approving every invoice.

It needs to see exposure, pacing, restriction, and risk:

- how much is active
- how much is restricted
- what is behind plan
- what report is near due
- what needs leadership attention

That is enough to govern without asking staff to perform a spreadsheet tour."
2026-06-09_12-00_tue-08,2026-06-09 12:00,2026-06-09T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,L,m,none,,how-to-reconcile-donor-crm-with-restricted-grant-funds.md; .agents/product-marketing-context.md,donor plus grant unification,passed,passed,content/social/linkedin/2026-W24/2026-06-09_12-00_tue-08.txt,"Your CRM may know the funder relationship.

Your accounting system may know the cash.

Your shared drive may know the award letter.

Your spreadsheet may know the report due date.

The reconciliation burden is created by the gaps between those records.

GrantPipe's bet is simple: donor records, grants, restricted funds, evidence, and reporting should be connected from the start."
2026-06-09_12-45_tue-09,2026-06-09 12:45,2026-06-09T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,N,m,lead_magnet,https://grantpipe.com/free/grant-compliance-checklist,match-tracking-cash-vs-in-kind.md; writer-brief,lead magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-09_12-45_tue-09.txt,"Grant match has two traps:

The first is cash flow. Can the organization actually supply the required share during the grant period?

The second is proof. Can it show the cash, in-kind value, date, rate basis, and award assignment later?

The Grant Compliance Checklist includes a match documentation section for federal awards.

Free download, no email required: grantpipe.com/free/grant-compliance-checklist."
2026-06-09_13-30_tue-10,2026-06-09 13:30,2026-06-09T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,m,none,,docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing-context.md,build-in-public product decision,passed,passed,content/social/linkedin/2026-W24/2026-06-09_13-30_tue-10.txt,"We put public pricing on GrantPipe because grant-funded nonprofits should not need a sales call to learn whether the tool is financially possible.

That is a product decision and a trust decision.

The buyer still has hard work to do:

- clean imports
- restriction review
- grant setup
- report calendar cleanup

But the price should not be hidden behind a demo gate."
2026-06-09_14-30_tue-11,2026-06-09 14:30,2026-06-09T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,S,s,none,,how-to-reconcile-donor-crm-with-restricted-grant-funds.md; fasb-asc-958-nonprofit-reporting.md,donor CRM to general ledger reconciliation,passed,passed,content/social/linkedin/2026-W24/2026-06-09_14-30_tue-11.txt,"The donor record can say ""general support"" while the award letter says ""restricted to youth STEM programming.""

The award letter wins.

That is why Development and Finance need a shared review point before a restricted gift becomes board packet data.

The classification is not clerical.

It changes what the organization can spend, release, and report."
2026-06-09_15-30_tue-12,2026-06-09 15:30,2026-06-09T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,C,m,lead_magnet,https://grantpipe.com/resources/auditor-evidence-checklist,nonprofit-audit-evidence-binder.md; writer-brief,lead magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-09_15-30_tue-12.txt,"If your audit binder is just a folder tree, it is missing the hard part.

The hard part is knowing which document answers which auditor request.

GrantPipe's Auditor Evidence Checklist is built around that mapping:

- request
- owner
- source record
- file name
- status
- reviewer note

Free download, no email required: grantpipe.com/resources/auditor-evidence-checklist."
2026-06-09_16-30_tue-13,2026-06-09 16:30,2026-06-09T20:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,s,none,,writer-brief; sefa-preparation-checklist.md,federal grant mechanics,passed,passed,content/social/linkedin/2026-W24/2026-06-09_16-30_tue-13.txt,"ALN replaced CFDA, but old language sticks around.

That sounds small until a federal award appears one way in the grant file, another way in the SEFA workpaper, and a third way in the board packet.

Pick the identifier format the award uses now.

Keep the legacy reference if it helps.

Do not let identifiers become another reconciliation project."
2026-06-09_18-30_tue-14,2026-06-09 18:30,2026-06-09T22:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,Q,s,none,,how-to-present-grant-financials-at-a-board-meeting.md,Executive Director board prep question,passed,passed,content/social/linkedin/2026-W24/2026-06-09_18-30_tue-14.txt,"Before the board meeting, ask one plain question:

Which grant would create the most trouble if a report, renewal, or spend-down issue landed this week?

That is the grant that belongs in the narrative section.

The rest can stay in the table unless it needs a decision."
2026-06-09_20-30_tue-15,2026-06-09 20:30,2026-06-10T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,S,s,none,,match-tracking-cash-vs-in-kind.md,experiment,passed,passed,content/social/linkedin/2026-W24/2026-06-09_20-30_tue-15.txt,"Picture this:

An in-kind match file has signed volunteer logs, but no rate basis.

The hours happened.

The work mattered.

The value is still hard to defend.

For donated services, space, supplies, or equipment, the file needs the valuation support at the time the contribution is recorded."
2026-06-10_06-45_wed-01,2026-06-10 06:45,2026-06-10T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,L,m,lead_magnet,https://grantpipe.com/resources/restricted-fund-month-end-close-checklist,restricted-fund-month-end-close-checklist.md; fasb-asc-958-nonprofit-reporting.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-10_06-45_wed-01.txt,"Restricted fund cleanup is easier when the month-end checklist is specific.

The useful version asks:

- Which restricted balances changed?
- Which releases were recorded?
- Which award documents support the restriction?
- Which balances need board explanation?

GrantPipe's Restricted Fund Month-End Close Checklist gives the review a simple shape.

Free download, no email required: grantpipe.com/resources/restricted-fund-month-end-close-checklist."
2026-06-10_07-30_wed-02,2026-06-10 07:30,2026-06-10T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,C,s,none,,sf-425-federal-financial-report.md,SF-425 cash drawn vs general ledger quick check,passed,passed,content/social/linkedin/2026-W24/2026-06-10_07-30_wed-02.txt,"An SF-425 should come from the ledger.

Not from last quarter's form.

Not from a guessed spend-down percentage.

Not from the number that feels close enough.

Run the grant-specific report, check cumulative federal expenditures, compare cash drawn, then submit.

If Box 10e and the grant ledger disagree, the report is not ready."
2026-06-10_08-15_wed-03,2026-06-10 08:15,2026-06-10T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,s,none,,fasb-asc-958-nonprofit-reporting.md; restricted-fund-month-end-close-checklist.md,restricted fund schedule,passed,passed,content/social/linkedin/2026-W24/2026-06-10_08-15_wed-03.txt,"The cleanest restricted fund schedule has a boring shape:

Opening balance.

New restricted revenue.

Releases.

Ending balance.

Source document.

Restriction type.

That boring shape is a gift to the Executive Director, the board treasurer, and the auditor reading your internal shorthand for the first time."
2026-06-10_09-00_wed-04,2026-06-10 09:00,2026-06-10T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,C,m,none,,.agents/product-marketing.md; .agents/product-marketing-context.md,federal grant mechanics,passed,passed,content/social/linkedin/2026-W24/2026-06-10_09-00_wed-04.txt,"Federal opportunity search is not the same as federal grant management.

Search helps you find the NOFO.

Management starts when the award creates:

- a period of performance
- approved budget
- reporting cadence
- payment method
- indirect cost rule
- closeout deadline

GrantPipe includes Grants.gov federal opportunity search.

It also treats post-award records as first-class work."
2026-06-10_09-45_wed-05,2026-06-10 09:45,2026-06-10T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,N,m,none,,.agents/product-marketing-context.md; nonprofit-audit-evidence-binder.md,artifact checklist,passed,passed,content/social/linkedin/2026-W24/2026-06-10_09-45_wed-05.txt,"Four records I want connected before a grant becomes active:

1. The award record
2. The restricted fund record
3. The reporting calendar
4. The evidence folder

That is the minimum operating map.

The award tells you what was promised.

The fund tells you what can be spent.

The calendar tells you when the funder expects an answer.

The evidence folder proves the answer."
2026-06-10_10-30_wed-06,2026-06-10 10:30,2026-06-10T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,m,none,,grant-draw-down-vs-reimbursement.md; 2 CFR 200.305,source-heavy federal post,passed,passed,content/social/linkedin/2026-W24/2026-06-10_10-30_wed-06.txt,"Cost reimbursement creates a cash timing problem.

The organization spends first, documents the expense, submits the request, then waits for payment.

Advance drawdowns are different. Under 2 CFR 200.305, federal cash advances are tied to immediate need, and excess cash creates interest obligations.

That means the grant file should track more than spend-down.

It should also track request dates, payment dates, and aging reimbursement status."
2026-06-10_11-15_wed-07,2026-06-10 11:15,2026-06-10T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,D,m,none,,nonprofit-board-grant-reporting-dashboard.md; how-to-present-grant-financials-at-a-board-meeting.md,Executive Director board prep question,passed,passed,content/social/linkedin/2026-W24/2026-06-10_11-15_wed-07.txt,"Board reporting gets sharper when every grant has a status flag.

Not a mood. A defined flag.

On track: spend and time are aligned.

Needs attention: pacing, documentation, or renewal risk needs leadership review.

Compliance issue: a missed report, finding, late submission, or unresolved funder request exists.

The definitions matter more than the colors."
2026-06-10_12-00_wed-08,2026-06-10 12:00,2026-06-10T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,m,none,,.agents/product-marketing-context.md; docs/social/linkedin/WRITER-BRIEF.md,build-in-public product decision,passed,passed,content/social/linkedin/2026-W24/2026-06-10_12-00_wed-08.txt,"We built GrantPipe around a many-to-many relationship between grants and funds.

That is not a database flourish.

It is how the work behaves.

One program can be funded by a federal award, a foundation grant, and donor-restricted gifts.

One grant can support several funds or cost centers.

If the model cannot express that, the spreadsheet comes back."
2026-06-10_12-45_wed-09,2026-06-10 12:45,2026-06-10T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,L,m,lead_magnet,https://grantpipe.com/resources/grant-closeout-checklist,grant-closeout-checklist.md; writer-brief,lead magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-10_12-45_wed-09.txt,"Grant closeout is easier when the file already knows what closeout requires.

Final financial report.

Final program report.

Final draw or reimbursement request.

Equipment disposition notes if applicable.

Unspent balance decision.

Record retention date.

The Grant Closeout Checklist puts those items in one review path.

Free download, no email required: grantpipe.com/resources/grant-closeout-checklist."
2026-06-10_13-30_wed-10,2026-06-10 13:30,2026-06-10T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,C,m,none,,grant-renewal-strategy-guide.md; how-to-present-grant-financials-at-a-board-meeting.md,ICP work life,passed,passed,content/social/linkedin/2026-W24/2026-06-10_13-30_wed-10.txt,"The development calendar and the compliance calendar should talk to each other.

A renewal deadline is not just a fundraising task.

It may depend on whether the last report was accepted, whether spending is on pace, whether match is current, and whether evidence is clean.

That is why grant operations cannot live only in the donor CRM."
2026-06-10_14-30_wed-11,2026-06-10 14:30,2026-06-10T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,D,m,lead_magnet,https://grantpipe.com/resources/award-setup-worksheet,writer-brief; grant-award-acceptance-checklist.md,lead magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-10_14-30_wed-11.txt,"The Award Setup Worksheet is for the moment right after ""we got the grant.""

That is when the record should capture:

- funder
- award amount
- restriction
- period of performance
- budget categories
- reporting cadence
- payment method
- evidence owner

Free download, no email required: grantpipe.com/resources/award-setup-worksheet."
2026-06-10_15-30_wed-12,2026-06-10 15:30,2026-06-10T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,D,m,none,,docs/social/linkedin/WRITER-BRIEF.md; .agents/product-marketing-context.md,access controls and nonprofit data security,passed,passed,content/social/linkedin/2026-W24/2026-06-10_15-30_wed-12.txt,"Access controls are part of grant operations.

An auditor or funder reviewer may need grant, fund, document, compliance, accounting, and report access.

They do not need donor records, billing, team settings, or admin controls.

That is why GrantPipe's reviewer access is intentionally scoped.

Read-only should mean read-only in the right part of the system."
2026-06-10_16-30_wed-13,2026-06-10 16:30,2026-06-10T20:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P6,F,m,none,,.agents/product-marketing-context.md; docs/social/linkedin/WRITER-BRIEF.md,build-in-public product decision,passed,passed,content/social/linkedin/2026-W24/2026-06-10_16-30_wed-13.txt,"I do not want GrantPipe copy to pretend the company has ten years of nonprofit operator history.

It does not.

The honest claim is narrower:

We are building from the workflow shape, the reporting requirements, the accounting standards, and the product decisions we can defend.

That means public pricing, no setup fee, no borrowed credibility, and a trial that has to stand on its own."
2026-06-10_18-30_wed-14,2026-06-10 18:30,2026-06-10T22:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,D,m,none,,sefa-preparation-checklist.md; uniform-guidance-2-cfr-200-practical-guide.md,SEFA artifact post,passed,passed,content/social/linkedin/2026-W24/2026-06-10_18-30_wed-14.txt,"The SEFA is not just an audit schedule.

It is a test of whether federal award data has been maintained all year:

- federal agency
- pass-through entity, if any
- ALN
- FAIN or award number
- federal expenditures
- subrecipient amounts

If that data has to be rebuilt at audit time, the audit is now doing the job the operating system should have done earlier."
2026-06-10_20-30_wed-15,2026-06-10 20:30,2026-06-11T00:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,nonprofit-audit-evidence-binder.md; .agents/product-marketing-context.md,quick check artifact post,passed,passed,content/social/linkedin/2026-W24/2026-06-10_20-30_wed-15.txt,"Wednesday night check:

Open one active grant and ask whether a new staff member could understand it in 10 minutes.

They should see the award, fund, budget, deadline calendar, last report, and evidence status without asking who ""owns the spreadsheet.""

That is the bar."
2026-06-11_06-45_thu-01,2026-06-11 06:45,2026-06-11T10:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,Q,s,none,,federal-grant-reporting-requirements.md,specific compliance artifact,passed,passed,content/social/linkedin/2026-W24/2026-06-11_06-45_thu-01.txt,"Quick check: can your SF-425 cash drawn number tie to the general ledger without a side spreadsheet?

Start with cash received. Then cumulative expenditures. Then unliquidated obligations.

If those three numbers need three different owners to explain them, the report is already carrying reconciliation risk."
2026-06-11_07-30_thu-02,2026-06-11 07:30,2026-06-11T11:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P5,K,s,none,,how-to-build-a-grant-spend-down-report.md,ICP operating utility,passed,passed,content/social/linkedin/2026-W24/2026-06-11_07-30_thu-02.txt,"For the Executive Director asking for spend-down status before a funder call:

The answer should not be ""Finance is pulling it.""

The answer should be a short sentence:

""The Clinic Capacity grant is 61% spent, personnel is behind plan, supplies are on track, and the next report is due July 30.""

That is an operating answer. It tells you the number, the risk, and the next deadline in one breath."
2026-06-11_08-15_thu-03,2026-06-11 08:15,2026-06-11T12:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,s,none,,product-context; grant-compliance-101-for-nonprofits.md,donor CRM to GL reconciliation,passed,passed,content/social/linkedin/2026-W24/2026-06-11_08-15_thu-03.txt,"Your donor CRM can know the funder contact and still miss the grant.

A grant has a period of performance, approved budget, reporting cadence, allowable cost rules, amendments, and closeout package.

A donor record was not designed to carry that shape.

When the grant is flattened into a gift note, the operating record has to be rebuilt later, right when the report needs numbers."
2026-06-11_09-00_thu-04,2026-06-11 09:00,2026-06-11T13:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,D,s,none,,restricted-fund-tracking-for-nonprofits.md,restricted fund mechanics,passed,passed,content/social/linkedin/2026-W24/2026-06-11_09-00_thu-04.txt,"Release from restriction: the accounting entry that moves dollars from net assets with donor restrictions to net assets without donor restrictions when the condition is satisfied.

The trigger matters.

For a purpose restriction, show the approved activity happened.

For a time restriction, show the time period passed.

""We are close enough to spent down"" is not a trigger."
2026-06-11_09-45_thu-05,2026-06-11 09:45,2026-06-11T13:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,L,m,none,,federal-grant-reporting-requirements.md,specific compliance artifact,passed,passed,content/social/linkedin/2026-W24/2026-06-11_09-45_thu-05.txt,"Seven things to have ready when a federal program officer asks for status.

1. Award number and ALN.
2. Period of performance dates.
3. Approved budget by line.
4. Spend-down by line.
5. Last SF-425 submitted.
6. Open prior approvals or amendments.
7. Next performance report due date.

That list is not the audit binder. It is the conversation file.

If it takes half a day to assemble, the grant record is not current enough for normal management."
2026-06-11_10-30_thu-06,2026-06-11 10:30,2026-06-11T14:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,K,m,none,,2 CFR 200.332; federal-grant-reporting-requirements.md,specific compliance artifact,passed,passed,content/social/linkedin/2026-W24/2026-06-11_10-30_thu-06.txt,"If you receive federal funds through a state agency or another nonprofit, read the subaward agreement before the kickoff meeting.

The pass-through entity has to identify the federal award information, including the Assistance Listing Number, award identification, and applicable compliance requirements.

Your calendar should copy those requirements directly from the agreement.

Do not wait for the first monitoring request to learn what passed through."
2026-06-11_11-15_thu-07,2026-06-11 11:15,2026-06-11T15:15:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,L,m,lead_magnet,https://grantpipe.com/free/2-cfr-200-audit-prep-checklist,lead-magnets.ts; how-to-build-a-grant-compliance-program-from-scratch.md,lead-magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-11_11-15_thu-07.txt,"The 2 CFR 200 Audit Prep Checklist is built for the week when ""audit prep"" becomes too vague to be useful.

It walks through a working evidence set for federal awards:

- SEFA support
- allowable cost documentation
- procurement files under 2 CFR 200.318
- time-and-effort records
- subrecipient monitoring evidence
- closeout files

Free download: grantpipe.com/free/2-cfr-200-audit-prep-checklist."
2026-06-11_12-00_thu-08,2026-06-11 12:00,2026-06-11T16:00:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P1,D,s,none,,2 CFR 200.430; federal-grant-reporting-requirements.md,specific compliance artifact,passed,passed,content/social/linkedin/2026-W24/2026-06-11_12-00_thu-08.txt,"Time-and-effort records are not payroll decoration.

Under 2 CFR 200.430, salaries charged to federal awards need records that reflect the actual work performed.

A payroll register proves someone was paid.

It does not prove which grant paid for which share of their time.

That second proof is where a clean-looking file can get thin."
2026-06-11_12-45_thu-09,2026-06-11 12:45,2026-06-11T16:45:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P4,D,m,none,,federal-grant-reporting-requirements.md; product-context,specific compliance artifact,passed,passed,content/social/linkedin/2026-W24/2026-06-11_12-45_thu-09.txt,"Grants.gov is for finding and applying to federal opportunities.

Post-award reporting happens somewhere else.

SF-425s, drawdowns, performance reports, and closeout steps live in agency systems such as PMS, GrantSolutions, IDIS, DRGR, or JustGrants, depending on the award.

That distinction matters when you build a compliance calendar.

""Submitted in Grants.gov"" is not the end of the operating record."
2026-06-11_13-30_thu-10,2026-06-11 13:30,2026-06-11T17:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P2,Q,m,none,,how-to-build-a-monthly-grant-reconciliation-routine.md,restricted fund mechanics,passed,passed,content/social/linkedin/2026-W24/2026-06-11_13-30_thu-10.txt,"Restricted balance check:

Award amount received to date minus cumulative allowable expenditures should equal the remaining restricted balance.

If the accounting balance says something different, pause before month close.

The variance may be a miscoded receipt, an expense charged to the wrong fund, or a journal entry that moved dollars without enough support.

Small variances get expensive when they roll forward."
2026-06-11_14-30_thu-11,2026-06-11 14:30,2026-06-11T18:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P7,Q,s,lead_magnet,https://grantpipe.com/free/grant-spend-down-tracker,lead-magnets.ts; how-to-build-a-grant-spend-down-report.md,lead-magnet teaser,passed,passed,content/social/linkedin/2026-W24/2026-06-11_14-30_thu-11.txt,"The Grant Spend-Down Tracker is for the question that comes before panic:

""Are we going to spend this grant correctly before the award ends?""

It tracks approved budget, actuals to date, remaining balance, percentage spent, and projected balance at award end.

It is not a pretty budget report. It is an early warning system.

Free download: grantpipe.com/free/grant-spend-down-tracker."
2026-06-11_15-30_thu-12,2026-06-11 15:30,2026-06-11T19:30:00.000Z,America/New_York,linkedin,GrantPipe company page,post,,"{""__type"":""linkedin-page"",""post_as_images_carousel"":false}",P3,C,m,none,,product-context; board-financial-report-what-to-include.md,donor CRM to GL reconciliation,passed,passed,content/social/linkedin/2026-W24/2026-06-11_15-30_thu-12.txt,"Development and Finance do not need another handoff spreadsheet.

They need fewer moments where the same grant is re-entered.

The funder contact belongs near the donor history.

The award terms belong near the budget.

The restricted fund belongs near the ledger.

The evidence belongs near the report.

When those records are split, the handoff becomes the control. That is too much pressure for email."
